WILDLIFE_TYPE,SPECIES,ISSUE,ACTION,CREATED_DATE,DIVISION
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/08,THEODORE
BIRD,OTHER WATERBIRDS (COMMENTS FOR SPECIES),INJURED/SICK,EUTHANASED,2017/03/07,TURNER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/08,GILMORE
BIRD,OTHER,TRAPPED,TAKEN TO CARER/VET/RSPCA,2017/03/13,DICKSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,CALWELL
BIRD,PARROT,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2017/03/13,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,CALWELL
BIRD,OTHER WATERBIRDS (COMMENTS FOR SPECIES),TRAPPED,,2017/02/02,FYSHWICK
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,JACKA
BIRD,PARROT,TRAPPED,,2017/02/03,PEARCE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,RURAL
BIRD,COCKATOO,TRAPPED,ATTENDED BUT NO ACTION REQUIRED,2017/02/07,RICHARDSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,RED HILL
BIRD,COCKATOO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/02/14,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,RURAL
BIRD,SWAN,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/01/22,BARTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,RURAL
BIRD,ROSELLA - CRIMSON,OTHER,CAPTURED & RELEASED,2017/01/22,BARTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,CONDER
BIRD,COCKATOO,OTHER,TELEPHONE ADVICE,2017/01/28,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/04,THEODORE
BIRD,SWAN,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2017/02/01,PARKES
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/05,GILMORE
BIRD,COCKATOO,OTHER,CARCASS REMOVED,2016/08/17,HOLT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/05,RURAL
BIRD,MAGPIES,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2016/08/17,GIRALANG
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/05,FYSHWICK
BIRD,MAGPIES,TRAPPED,CAPTURED & RELEASED,2016/08/21,EVATT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/04,ARANDA
BIRD,COCKATOO,OTHER,CARCASS REMOVED,2016/08/23,FARRER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/04,RURAL
BIRD,PARROT,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2016/08/04,BARTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/04,RURAL
BIRD,PARROT,OTHER,CARCASS REMOVED,2016/08/13,THEODORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/04,RED HILL
BIRD,COCKATOO,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2016/08/17,HOLT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/04,KAMBAH
BIRD,MAGPIES,OTHER,CARCASS REMOVED,2016/08/17,HOLT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/04,RURAL
BIRD,OTHER BIRDS OF PREY (COMMENTS FOR SPECIES),OTHER,,2016/08/01,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/04,THEODORE
BIRD,GALAH,OTHER,CARCASS REMOVED,2016/08/02,RIVETT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/04,CALWELL
BIRD,SWAN,OTHER,ATTENDED BUT NO ACTION REQUIRED,2016/08/02,PARKES
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/03,RED HILL
BIRD,SWAN,OTHER,ATTENDED BUT NOT LOCATED,2016/08/04,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/03,HUME
BIRD,SWAN,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2016/07/12,ACTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/03,CONDER
BIRD,SWAN,OTHER,CARCASS REMOVED,2016/07/27,FORDE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/04,CAMPBELL
BIRD,OTHER,TRAPPED,ATTENDED BUT NO ACTION REQUIRED,2016/07/28,DOWNER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/06,RURAL
BIRD,SWAN,OTHER,NO ACTION REQUIRED,2016/07/28,CITY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/06,SYMONSTON
BIRD,OTHER BIRDS OF PREY (COMMENTS FOR SPECIES),ORPHANED,TAKEN TO CARER/VET/RSPCA,2016/10/02,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/06,BANKS
BIRD,PARROT,INJURED/SICK,EUTHANASED,2016/10/02,WESTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/06,WANNIASSA
BIRD,MAGPIES,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2016/10/08,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/06,CURTIN
BIRD,SWAN,TRAPPED,ATTENDED BUT NO ACTION REQUIRED,2016/10/09,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/06,CALWELL
BIRD,DUCK,TRAPPED,CAPTURED & RELEASED,2016/09/25,GIRALANG
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/06,CALWELL
BIRD,OTHER BIRDS OF PREY (COMMENTS FOR SPECIES),INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2016/09/26,MONCRIEFF
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/06,AINSLIE
BIRD,DUCK,TRAPPED,,2016/09/26,PARKES
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2017/03/05,RURAL
BIRD,MAGPIES,SWOOPING,,2016/09/28,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/05,DUFFY
BIRD,SWAN,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/09/09,BELCONNEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/05,RED HILL
BIRD,MAGPIES,OTHER,CARCASS REMOVED,2016/09/12,ISABELLA PLAINS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/05,WANNIASSA
BIRD,PARROT,TRAPPED,ANIMAL DEAD ON ARRIVAL,2016/09/16,KAMBAH
MACROPOD,RED NECKED WALLABY,INJURED/SICK,EUTHANASED,2017/03/05,BONNER
BIRD,MAGPIES,SWOOPING,EUTHANASED,2016/09/23,COOK
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/05,RURAL
BIRD,OTHER,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2016/08/30,CHISHOLM
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/05,RURAL
BIRD,SWAN,TRAPPED,ATTENDED BUT NO ACTION REQUIRED,2016/08/30,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/05,RURAL
BIRD,MAGPIES,OTHER,CARCASS REMOVED,2016/09/05,DOWNER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/11,GARRAN
BIRD,MAGPIES,SWOOPING,EUTHANASED,2016/09/08,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,HOLT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,GARRAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/11,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,FORDE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/11,LYONS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,BONNER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/11,CURTIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,GIRALANG
MACROPOD,WALLAROO,DEAD,CARCASS REMOVED,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,FORDE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/12,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,GILMORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/12,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/10,COOMBS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,MACARTHUR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,GILMORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/12,PHILLIP
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,ISAACS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/03/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/12,ISABELLA PLAINS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/12,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,BELCONNEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/12,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,CURTIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,GARRAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,ISAACS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,THEODORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/11,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/07/12,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,DICKSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/09,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/07/12,NARRABUNDAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/09,LAWSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/09,CALWELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/09,GOWRIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/09,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/09,TORRENS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/09,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,CANBERRA AIRPORT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/09,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/09,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,GORDON
MACROPOD,RED NECKED WALLABY,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/03/09,DUNLOP
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/09,HUGHES
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/08,GORDON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,RURAL
BIRD,MAGPIES,TRAPPED,,2017/05/04,GRIFFITH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/09,CRACE
BIRD,MAGPIES,INJURED/SICK,,2017/06/15,PAGE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/09,SYMONSTON
BIRD,MAGPIES,INJURED/SICK,,2017/06/28,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,WATSON
MACROPOD,WALLAROO,DEAD,CARCASS REMOVED,2017/03/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/10,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/10,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/10,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,NARRABUNDAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/10,HUGHES
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,THEODORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/10,FORREST
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RICHARDSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/10,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/10,MACARTHUR
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/10,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/10,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,ANIMAL DEAD ON ARRIVAL,2017/03/10,O'CONNOR
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,WANNIASSA
MACROPOD,WALLAROO,DEAD,CARCASS REMOVED,2017/03/09,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/10,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/10,BELCONNEN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,BRADDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/10,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,THEODORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/05/09,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/05/09,BONYTHON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/30,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/09,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/08,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/30,GORDON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/09,HALL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/09,DUNLOP
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/29,GARRAN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/05/09,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/07,AMAROO
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/05/08,LAWSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/07/29,FADDEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/29,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/06,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/07/29,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/07,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/29,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/07,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/29,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/07,HOLT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/29,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/11,GORDON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/29,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/31,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/05/11,COOMBS
MACROPOD,EASTERN GREY KANGAROO,ORPHANED,ATTENDED BUT NOT LOCATED,2016/07/31,CURTIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/31,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/11,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/31,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/11,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/30,PIALLIGO
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/11,MONCRIEFF
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/30,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/05/11,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/30,WATSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/10,MACARTHUR
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/31,FORDE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/05/10,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/05/10,HOLT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/30,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/05/10,WESTON
